inst#,actual,predicted,error,prediction
3422,4:4,4:4,,1
3423,2:2,1:1,+,0.65
3424,2:2,2:2,,0.81
3425,3:3,3:3,,1
3426,4:4,4:4,,1
3427,7:7,7:7,,1
3428,1:1,1:1,,0.85
3429,4:4,4:4,,1
3430,4:4,4:4,,1
3431,4:4,4:4,,1
3432,4:4,4:4,,1
3433,4:4,4:4,,1
3434,4:4,4:4,,1
3435,6:6,6:6,,1
3436,4:4,4:4,,1
3437,4:4,4:4,,1
3438,3:3,3:3,,1
3439,4:4,4:4,,1
3440,2:2,2:2,,0.98
3441,4:4,4:4,,1
3442,3:3,3:3,,1
3443,4:4,4:4,,0.99
3444,2:2,1:1,+,0.71
3445,3:3,3:3,,1
3446,3:3,3:3,,1
3447,4:4,4:4,,1
3448,6:6,6:6,,1
3449,4:4,4:4,,1
3450,4:4,4:4,,1
3451,2:2,2:2,,1
3452,4:4,4:4,,0.99
3453,4:4,4:4,,0.57
3454,2:2,2:2,,0.95
3455,2:2,2:2,,0.9
3456,5:5,5:5,,1
3457,4:4,4:4,,0.99
3458,2:2,2:2,,1
3459,4:4,4:4,,1
3460,2:2,2:2,,1
3461,4:4,4:4,,1
3462,2:2,2:2,,1
3463,3:3,3:3,,0.99
3464,4:4,4:4,,1
3465,3:3,3:3,,1
3466,4:4,4:4,,1
3467,2:2,1:1,+,0.52
3468,3:3,3:3,,1
3469,4:4,4:4,,1
3470,2:2,2:2,,0.91
3471,2:2,2:2,,0.91
3472,2:2,2:2,,0.98
3473,1:1,2:2,+,0.66
3474,3:3,3:3,,1
3475,3:3,3:3,,1
3476,4:4,4:4,,1
3477,7:7,7:7,,1
3478,2:2,2:2,,1
3479,2:2,2:2,,0.98
3480,4:4,4:4,,1
3481,1:1,1:1,,0.71
3482,3:3,3:3,,1
3483,4:4,4:4,,1
3484,3:3,3:3,,1
3485,4:4,4:4,,1
3486,2:2,2:2,,0.93
3487,1:1,1:1,,0.86
3488,1:1,1:1,,0.73
3489,4:4,4:4,,1
3490,3:3,3:3,,0.96
3491,2:2,2:2,,0.95
3492,1:1,1:1,,0.56
3493,4:4,4:4,,1
3494,3:3,3:3,,1
3495,4:4,4:4,,0.99
3496,4:4,4:4,,1
3497,4:4,4:4,,1
3498,2:2,2:2,,0.99
3499,3:3,3:3,,1
3500,3:3,3:3,,1
3501,3:3,3:3,,1
3502,1:1,1:1,,0.92
3503,4:4,4:4,,1
3504,2:2,2:2,,0.98
3505,4:4,4:4,,1
3506,4:4,4:4,,1
3507,1:1,1:1,,0.58
3508,4:4,4:4,,1
3509,7:7,7:7,,1
3510,2:2,2:2,,0.96
3511,2:2,2:2,,0.99
3512,5:5,5:5,,1
3513,4:4,4:4,,1
3514,2:2,1:1,+,0.5
3515,7:7,7:7,,1
3516,4:4,4:4,,1
3517,4:4,4:4,,1
3518,4:4,4:4,,1
3519,6:6,6:6,,1
3520,2:2,2:2,,0.93
3521,2:2,2:2,,0.87
3522,4:4,4:4,,1
3523,4:4,4:4,,1
3524,4:4,4:4,,1
3525,1:1,2:2,+,0.85
3526,1:1,1:1,,0.63
3527,4:4,4:4,,1
3528,1:1,1:1,,0.93
3529,4:4,4:4,,1
3530,2:2,2:2,,0.81
3531,4:4,4:4,,0.94
3532,4:4,4:4,,1
3533,1:1,1:1,,0.99
3534,2:2,2:2,,0.98
3535,7:7,7:7,,0.54
3536,2:2,2:2,,0.9
3537,2:2,2:2,,0.78
3538,5:5,5:5,,1
3539,2:2,2:2,,0.95
3540,4:4,4:4,,1
3541,4:4,4:4,,1
3542,3:3,3:3,,1
3543,2:2,2:2,,0.78
3544,5:5,5:5,,1
3545,4:4,4:4,,0.88
3546,1:1,1:1,,0.98
3547,4:4,4:4,,0.99
3548,2:2,2:2,,1
3549,5:5,5:5,,1
3550,2:2,2:2,,0.87
3551,1:1,1:1,,0.97
3552,1:1,1:1,,0.69
3553,5:5,5:5,,1
3554,3:3,3:3,,1
3555,7:7,7:7,,1
3556,2:2,2:2,,1
3557,4:4,4:4,,0.9
3558,2:2,2:2,,0.77
3559,4:4,4:4,,1
3560,2:2,2:2,,1
3561,2:2,2:2,,0.72
3562,2:2,2:2,,0.97
3563,4:4,4:4,,1
3564,2:2,2:2,,0.51
3565,6:6,6:6,,1
3566,4:4,4:4,,0.86
3567,4:4,4:4,,1
3568,7:7,7:7,,1
3569,7:7,7:7,,1
3570,4:4,4:4,,0.99
3571,7:7,7:7,,1
3572,3:3,3:3,,0.97
3573,1:1,1:1,,0.89
3574,4:4,4:4,,1
3575,4:4,4:4,,1
3576,4:4,4:4,,1
3577,4:4,4:4,,1
3578,1:1,1:1,,0.58
3579,2:2,2:2,,0.95
3580,4:4,4:4,,1
3581,2:2,2:2,,0.85
3582,7:7,7:7,,1
3583,2:2,2:2,,0.67
3584,2:2,2:2,,0.79
3585,5:5,5:5,,1
3586,5:5,5:5,,1
3587,4:4,4:4,,1
3588,4:4,4:4,,0.98
3589,4:4,4:4,,1
3590,3:3,3:3,,0.95
3591,4:4,4:4,,1
3592,4:4,4:4,,1
3593,4:4,4:4,,1
3594,2:2,2:2,,0.98
3595,2:2,2:2,,1
3596,3:3,3:3,,1
3597,2:2,2:2,,1
3598,5:5,5:5,,1
3599,4:4,4:4,,1
3600,1:1,2:2,+,0.67
3601,4:4,4:4,,1
3602,2:2,2:2,,1
3603,1:1,1:1,,0.87
3604,3:3,3:3,,1
3605,4:4,4:4,,1
3606,5:5,5:5,,1
3607,3:3,3:3,,1
3608,4:4,4:4,,0.96
3609,3:3,3:3,,1
3610,4:4,4:4,,1
3611,5:5,5:5,,1
3612,4:4,4:4,,1
3613,4:4,4:4,,1
3614,3:3,3:3,,1
3615,3:3,3:3,,1
3616,1:1,1:1,,0.91
3617,2:2,2:2,,0.98
3618,4:4,4:4,,1
3619,2:2,2:2,,1
3620,2:2,2:2,,0.98
3621,6:6,6:6,,1
3622,2:2,1:1,+,0.7
3623,4:4,4:4,,1
3624,1:1,1:1,,0.94
3625,1:1,1:1,,0.75
3626,3:3,3:3,,1
3627,1:1,1:1,,0.75
3628,5:5,5:5,,1
3629,3:3,3:3,,1
3630,4:4,4:4,,0.99
3631,2:2,1:1,+,0.69
3632,7:7,7:7,,1
3633,2:2,2:2,,0.96
3634,6:6,6:6,,1
3635,1:1,1:1,,0.75
3636,2:2,2:2,,1
3637,5:5,5:5,,1
3638,2:2,2:2,,0.98
3639,4:4,4:4,,1
3640,2:2,2:2,,0.92
3641,4:4,4:4,,1
3642,4:4,4:4,,1
3643,3:3,3:3,,0.96
3644,4:4,4:4,,1
3645,4:4,4:4,,0.87
3646,5:5,5:5,,1
3647,4:4,4:4,,0.87
3648,4:4,4:4,,1
3649,1:1,1:1,,1
3650,2:2,2:2,,1
3651,3:3,3:3,,1
3652,2:2,2:2,,0.99
3653,4:4,4:4,,0.99
3654,3:3,3:3,,1
3655,4:4,4:4,,1
3656,4:4,4:4,,1
3657,1:1,2:2,+,0.94
3658,7:7,7:7,,1
3659,4:4,4:4,,1
3660,4:4,4:4,,1
3661,2:2,2:2,,0.96
3662,2:2,2:2,,0.92
3663,2:2,2:2,,0.98
3664,3:3,3:3,,1
3665,2:2,1:1,+,0.82
3666,3:3,3:3,,1
3667,5:5,5:5,,1
3668,1:1,1:1,,0.82
3669,4:4,4:4,,1
3670,6:6,6:6,,1
3671,1:1,1:1,,0.73
3672,1:1,1:1,,0.96
3673,4:4,4:4,,1
3674,3:3,3:3,,1
3675,5:5,5:5,,1
3676,1:1,1:1,,0.99
3677,4:4,4:4,,0.99
3678,4:4,4:4,,1
3679,4:4,4:4,,1
3680,2:2,2:2,,0.95
3681,4:4,4:4,,1
3682,2:2,1:1,+,0.9
3683,5:5,5:5,,1
3684,4:4,4:4,,1
3685,1:1,1:1,,0.58
3686,4:4,4:4,,1
3687,5:5,5:5,,1
3688,2:2,2:2,,0.96
3689,7:7,7:7,,1
3690,2:2,2:2,,0.58
3691,3:3,3:3,,1
3692,1:1,1:1,,0.78
3693,6:6,6:6,,1
3694,4:4,4:4,,1
3695,1:1,1:1,,0.62
3696,1:1,1:1,,0.96
3697,2:2,2:2,,0.96
3698,5:5,5:5,,1
3699,7:7,7:7,,1
3700,2:2,2:2,,0.98
3701,4:4,4:4,,0.99
3702,3:3,3:3,,1
3703,1:1,1:1,,1
3704,5:5,5:5,,1
3705,1:1,1:1,,0.61
3706,6:6,6:6,,1
3707,1:1,1:1,,0.94
3708,4:4,4:4,,1
3709,4:4,4:4,,0.95
3710,5:5,5:5,,1
3711,2:2,2:2,,0.77
3712,4:4,4:4,,1
3713,4:4,4:4,,1
3714,3:3,3:3,,1
3715,2:2,2:2,,0.58
3716,3:3,3:3,,1
3717,4:4,4:4,,0.98
3718,4:4,4:4,,1
3719,5:5,5:5,,1
3720,5:5,5:5,,1
3721,7:7,7:7,,1
3722,7:7,7:7,,1
3723,1:1,1:1,,0.98
3724,1:1,1:1,,0.98
3725,3:3,3:3,,0.76
3726,4:4,4:4,,1
3727,2:2,1:1,+,0.9
3728,4:4,4:4,,1
3729,1:1,1:1,,0.84
3730,4:4,4:4,,1
3731,2:2,2:2,,0.98
3732,3:3,3:3,,0.99
3733,1:1,2:2,+,0.7
3734,4:4,4:4,,1
3735,5:5,5:5,,1
3736,5:5,5:5,,1
3737,4:4,4:4,,1
3738,1:1,2:2,+,0.67
3739,1:1,1:1,,0.99
3740,2:2,1:1,+,0.53
3741,4:4,4:4,,1
3742,3:3,3:3,,1
3743,4:4,4:4,,1
3744,3:3,3:3,,1
3745,1:1,1:1,,0.94
3746,4:4,4:4,,1
3747,2:2,2:2,,0.71
3748,2:2,2:2,,0.71
3749,4:4,4:4,,1
3750,6:6,6:6,,1
3751,3:3,3:3,,1
3752,2:2,2:2,,0.94
3753,3:3,3:3,,1
3754,4:4,4:4,,1
3755,4:4,4:4,,1
3756,4:4,4:4,,1
3757,2:2,2:2,,0.98
3758,1:1,2:2,+,0.57
3759,5:5,5:5,,1
3760,1:1,1:1,,0.66
3761,4:4,4:4,,1
3762,7:7,7:7,,1
3763,4:4,4:4,,1
3764,1:1,1:1,,0.74
3765,7:7,7:7,,1
3766,1:1,1:1,,0.95
3767,2:2,2:2,,0.82
3768,4:4,4:4,,1
3769,2:2,2:2,,1
3770,1:1,1:1,,0.53
3771,4:4,4:4,,1
3772,4:4,4:4,,1
3773,2:2,2:2,,0.95
3774,3:3,3:3,,1
3775,4:4,4:4,,1
3776,4:4,4:4,,1
3777,3:3,4:4,+,0.8
3778,7:7,7:7,,1
3779,4:4,4:4,,1
3780,4:4,4:4,,1
3781,1:1,2:2,+,0.72
3782,6:6,6:6,,1
3783,2:2,2:2,,0.9
3784,2:2,2:2,,0.99
3785,2:2,2:2,,0.99
3786,3:3,3:3,,1
3787,6:6,6:6,,1
3788,2:2,2:2,,0.98
3789,7:7,7:7,,1
3790,4:4,4:4,,1
3791,1:1,1:1,,0.99
3792,4:4,4:4,,0.99
3793,2:2,2:2,,1
3794,3:3,3:3,,1
3795,6:6,6:6,,1
3796,3:3,3:3,,1
3797,2:2,2:2,,0.97
3798,2:2,1:1,+,0.58
3799,5:5,5:5,,1
3800,1:1,1:1,,0.97
3801,4:4,4:4,,1
3802,3:3,3:3,,1
3803,4:4,4:4,,1
3804,3:3,3:3,,1
3805,4:4,4:4,,1
3806,2:2,2:2,,1
3807,1:1,1:1,,0.61
3808,3:3,3:3,,1
3809,7:7,7:7,,1
3810,5:5,5:5,,1
3811,4:4,4:4,,0.99
3812,4:4,4:4,,1
3813,4:4,4:4,,1
3814,1:1,1:1,,0.67
3815,2:2,2:2,,0.97
3816,7:7,7:7,,1
3817,7:7,7:7,,1
3818,4:4,4:4,,1
3819,3:3,3:3,,1
3820,4:4,4:4,,1
3821,2:2,2:2,,1
3822,2:2,2:2,,1
3823,7:7,7:7,,1
3824,4:4,4:4,,1
3825,2:2,2:2,,1
3826,5:5,5:5,,1
3827,2:2,2:2,,0.99
3828,2:2,2:2,,1
3829,4:4,4:4,,1
3830,1:1,2:2,+,0.64
3831,4:4,4:4,,1
3832,4:4,4:4,,0.96
3833,4:4,4:4,,1
3834,2:2,2:2,,0.82
3835,4:4,4:4,,1
3836,1:1,1:1,,0.7
3837,5:5,5:5,,1
3838,1:1,1:1,,0.89
3839,3:3,3:3,,1
3840,7:7,7:7,,1
3841,2:2,2:2,,0.99
3842,1:1,2:2,+,0.54
3843,7:7,7:7,,1
3844,4:4,4:4,,1
3845,2:2,2:2,,0.92
3846,3:3,3:3,,1
3847,5:5,5:5,,1
3848,1:1,1:1,,0.7
3849,3:3,3:3,,1
3850,7:7,7:7,,1
3851,4:4,4:4,,1
3852,4:4,4:4,,1
3853,2:2,2:2,,0.8
3854,3:3,3:3,,0.99
3855,2:2,2:2,,0.74
3856,7:7,7:7,,1
3857,5:5,5:5,,1
3858,3:3,3:3,,1
3859,4:4,4:4,,1
3860,2:2,2:2,,0.99
3861,3:3,3:3,,1
3862,5:5,5:5,,1
3863,4:4,4:4,,1
3864,1:1,1:1,,0.65
3865,3:3,3:3,,0.93
3866,2:2,2:2,,0.53
3867,4:4,4:4,,1
3868,7:7,7:7,,1
3869,2:2,2:2,,0.57
3870,2:2,1:1,+,0.51
3871,4:4,4:4,,0.97
3872,5:5,5:5,,1
3873,4:4,4:4,,1
3874,1:1,1:1,,0.57
3875,4:4,4:4,,1
3876,2:2,2:2,,0.75
3877,4:4,4:4,,1
3878,4:4,4:4,,0.97
3879,7:7,7:7,,1
3880,3:3,3:3,,0.92
3881,6:6,6:6,,1
3882,3:3,3:3,,1
3883,4:4,4:4,,1
3884,6:6,6:6,,0.93
3885,2:2,2:2,,1
3886,5:5,5:5,,1
3887,3:3,3:3,,1
3888,4:4,4:4,,1
3889,4:4,4:4,,1
3890,1:1,2:2,+,0.69
3891,3:3,3:3,,1
3892,1:1,1:1,,1
3893,2:2,2:2,,0.96
3894,7:7,7:7,,1
3895,1:1,1:1,,0.67
3896,2:2,2:2,,0.65
3897,3:3,3:3,,1
3898,4:4,4:4,,1
3899,5:5,5:5,,1
3900,4:4,4:4,,1
3901,4:4,4:4,,0.88
3902,7:7,7:7,,1
3903,1:1,1:1,,0.72
3904,4:4,4:4,,1
3905,1:1,2:2,+,0.59
3906,3:3,3:3,,1
3907,4:4,4:4,,1
3908,3:3,3:3,,1
3909,4:4,4:4,,1
3910,2:2,2:2,,0.92
3911,6:6,6:6,,1
3912,4:4,4:4,,1
3913,4:4,4:4,,1
3914,2:2,1:1,+,0.59
3915,6:6,6:6,,1
3916,3:3,3:3,,1
3917,2:2,2:2,,0.83
3918,1:1,1:1,,0.83
3919,5:5,5:5,,1
3920,4:4,4:4,,1
3921,4:4,4:4,,1
3922,3:3,3:3,,0.98
3923,5:5,5:5,,1
3924,2:2,1:1,+,0.69
3925,1:1,2:2,+,0.76
3926,4:4,4:4,,1
3927,3:3,3:3,,0.93
3928,4:4,4:4,,1
3929,5:5,5:5,,1
3930,4:4,4:4,,1
3931,3:3,3:3,,0.98
3932,3:3,3:3,,0.94
3933,4:4,4:4,,1
3934,2:2,2:2,,1
3935,4:4,4:4,,1
3936,7:7,7:7,,1
3937,1:1,1:1,,0.68
3938,2:2,2:2,,0.92
3939,6:6,6:6,,1
3940,2:2,2:2,,0.58
3941,4:4,4:4,,1
3942,4:4,4:4,,1
3943,2:2,2:2,,0.7
3944,2:2,2:2,,0.94
3945,3:3,3:3,,1
3946,3:3,3:3,,1
3947,4:4,4:4,,1
3948,4:4,4:4,,1
3949,2:2,2:2,,0.8
3950,1:1,1:1,,1
3951,2:2,2:2,,0.83
3952,3:3,3:3,,0.89
3953,5:5,5:5,,1
3954,3:3,3:3,,1
3955,3:3,3:3,,1
3956,1:1,1:1,,0.97
3957,2:2,2:2,,0.53
3958,2:2,2:2,,0.96
3959,4:4,4:4,,1
3960,4:4,4:4,,1
3961,4:4,4:4,,1
3962,1:1,1:1,,0.69
3963,4:4,4:4,,1
3964,2:2,2:2,,0.9
3965,2:2,2:2,,1
3966,4:4,4:4,,1
3967,3:3,3:3,,1
3968,4:4,4:4,,1
3969,3:3,3:3,,1
3970,4:4,4:4,,1
3971,4:4,4:4,,1
3972,7:7,7:7,,1
3973,1:1,1:1,,1
3974,4:4,4:4,,1
3975,2:2,2:2,,1
3976,2:2,2:2,,0.84
3977,7:7,7:7,,1
3978,4:4,4:4,,1
3979,2:2,2:2,,0.98
3980,5:5,5:5,,1
3981,2:2,2:2,,0.75
3982,1:1,1:1,,0.67
3983,2:2,2:2,,0.95
3984,4:4,4:4,,1
3985,4:4,4:4,,1
3986,3:3,3:3,,1
3987,4:4,4:4,,1
3988,5:5,5:5,,1
3989,2:2,2:2,,1
3990,5:5,5:5,,1
3991,3:3,3:3,,1
3992,4:4,4:4,,1
3993,3:3,3:3,,1
3994,1:1,1:1,,0.97
3995,4:4,4:4,,1
3996,4:4,4:4,,1
3997,2:2,2:2,,0.94
3998,5:5,5:5,,1
3999,4:4,4:4,,1
4000,4:4,4:4,,1
4001,5:5,5:5,,1
4002,2:2,1:1,+,0.8
4003,5:5,5:5,,1
4004,4:4,4:4,,1
4005,2:2,1:1,+,0.87
4006,4:4,4:4,,1
4007,4:4,4:4,,0.99
4008,4:4,4:4,,1
4009,7:7,7:7,,1
4010,6:6,6:6,,1
4011,5:5,5:5,,1
4012,1:1,1:1,,0.7
4013,5:5,5:5,,1
4014,2:2,2:2,,1
4015,7:7,7:7,,1
4016,4:4,4:4,,1
4017,3:3,3:3,,0.99
4018,3:3,3:3,,1
4019,3:3,3:3,,1
4020,3:3,3:3,,1
4021,2:2,2:2,,0.91
4022,4:4,4:4,,1
4023,4:4,4:4,,1
4024,5:5,5:5,,1
4025,3:3,3:3,,1
4026,2:2,1:1,+,0.7
4027,7:7,7:7,,1
4028,2:2,2:2,,0.82
4029,1:1,1:1,,0.88
4030,5:5,5:5,,1
4031,1:1,1:1,,0.87
4032,4:4,4:4,,0.97
4033,1:1,2:2,+,0.68
4034,4:4,4:4,,1
4035,4:4,4:4,,1
4036,4:4,4:4,,1
4037,2:2,1:1,+,0.79
4038,4:4,4:4,,1
4039,5:5,5:5,,1
4040,7:7,7:7,,1
4041,5:5,5:5,,1
4042,2:2,2:2,,0.89
4043,2:2,2:2,,0.99
4044,4:4,4:4,,1
4045,3:3,3:3,,1
4046,1:1,2:2,+,0.79
4047,2:2,2:2,,1
4048,4:4,4:4,,1
4049,4:4,4:4,,1
4050,1:1,2:2,+,0.7
4051,4:4,4:4,,0.97
4052,5:5,5:5,,1
4053,2:2,2:2,,0.92
4054,4:4,4:4,,1
4055,1:1,1:1,,0.87
4056,4:4,4:4,,1
4057,6:6,6:6,,1
4058,3:3,3:3,,1
4059,3:3,3:3,,1
4060,3:3,3:3,,0.95
4061,7:7,7:7,,1
4062,5:5,5:5,,1
4063,4:4,4:4,,1
4064,4:4,4:4,,1
4065,2:2,2:2,,1
4066,4:4,4:4,,1
4067,5:5,5:5,,1
4068,4:4,4:4,,1
4069,4:4,4:4,,1
4070,4:4,4:4,,1
4071,1:1,1:1,,1
4072,4:4,4:4,,0.96
4073,7:7,7:7,,1
4074,2:2,2:2,,0.62
4075,4:4,4:4,,1
4076,2:2,1:1,+,0.56
4077,2:2,2:2,,1
4078,3:3,3:3,,1
4079,4:4,4:4,,0.98
4080,3:3,3:3,,1
4081,4:4,4:4,,1
4082,5:5,5:5,,1
4083,4:4,4:4,,1
4084,6:6,6:6,,1
4085,3:3,3:3,,1
4086,4:4,4:4,,1
4087,1:1,1:1,,1
4088,2:2,2:2,,0.79
4089,1:1,1:1,,0.99
4090,4:4,4:4,,0.97
4091,4:4,4:4,,1
4092,1:1,1:1,,0.82
4093,6:6,6:6,,1
4094,4:4,4:4,,1
4095,4:4,4:4,,1
4096,4:4,4:4,,1
4097,4:4,4:4,,0.99
4098,2:2,2:2,,0.93
4099,7:7,7:7,,1
4100,2:2,1:1,+,0.64
4101,3:3,3:3,,1
4102,4:4,4:4,,1
4103,2:2,2:2,,0.99
4104,3:3,3:3,,1
4105,3:3,3:3,,1
4106,4:4,4:4,,1
4107,4:4,4:4,,1
4108,4:4,4:4,,1
4109,5:5,5:5,,1
4110,2:2,2:2,,1
4111,5:5,5:5,,1
4112,1:1,2:2,+,0.57
4113,5:5,5:5,,1
4114,5:5,5:5,,1
4115,3:3,3:3,,1
4116,2:2,2:2,,0.96
4117,2:2,2:2,,0.96
4118,4:4,4:4,,1
4119,2:2,1:1,+,0.94
4120,4:4,4:4,,1
4121,7:7,7:7,,1
4122,5:5,5:5,,1
4123,1:1,2:2,+,0.67
4124,1:1,1:1,,0.82
4125,2:2,2:2,,0.97
4126,2:2,2:2,,0.92
4127,4:4,4:4,,1
4128,4:4,4:4,,1
4129,5:5,5:5,,1
4130,1:1,2:2,+,0.63
4131,5:5,5:5,,1
4132,2:2,2:2,,0.84
4133,4:4,4:4,,1
4134,6:6,6:6,,1
4135,4:4,4:4,,1
4136,5:5,5:5,,1
4137,4:4,4:4,,1
4138,1:1,1:1,,0.96
4139,1:1,1:1,,0.83
4140,5:5,5:5,,1
4141,1:1,2:2,+,0.62
4142,4:4,4:4,,1
4143,4:4,4:4,,1
4144,1:1,2:2,+,0.62
4145,3:3,3:3,,1
4146,1:1,1:1,,0.69
4147,7:7,7:7,,1
4148,3:3,3:3,,1
4149,4:4,4:4,,1
4150,1:1,1:1,,0.77
4151,1:1,1:1,,0.92
4152,4:4,4:4,,1
4153,4:4,4:4,,1
4154,2:2,2:2,,0.99
4155,4:4,4:4,,1
4156,2:2,2:2,,0.53
4157,3:3,3:3,,1
4158,2:2,2:2,,1
4159,6:6,6:6,,1
4160,4:4,4:4,,1
4161,2:2,2:2,,0.98
4162,7:7,7:7,,1
4163,4:4,4:4,,1
4164,3:3,3:3,,1
4165,2:2,2:2,,0.79
4166,6:6,6:6,,1
4167,2:2,1:1,+,0.78
4168,4:4,4:4,,1
4169,3:3,3:3,,1
4170,4:4,4:4,,1
4171,4:4,4:4,,1
4172,3:3,3:3,,1
4173,2:2,2:2,,0.92
4174,4:4,4:4,,1
4175,5:5,5:5,,1
4176,6:6,6:6,,1
4177,1:1,1:1,,0.99
4178,4:4,4:4,,1
4179,2:2,2:2,,0.72
4180,7:7,7:7,,1
4181,4:4,4:4,,1
4182,5:5,5:5,,1
4183,5:5,5:5,,1
4184,4:4,4:4,,1
4185,2:2,2:2,,0.94
4186,1:1,1:1,,0.85
4187,3:3,3:3,,1
4188,3:3,3:3,,1
4189,4:4,4:4,,1
4190,4:4,4:4,,1
4191,3:3,3:3,,1
4192,2:2,2:2,,0.85
4193,4:4,4:4,,1
4194,4:4,4:4,,1
4195,2:2,2:2,,1
4196,5:5,5:5,,1
4197,2:2,2:2,,0.92
4198,5:5,5:5,,1
4199,4:4,4:4,,1
4200,3:3,3:3,,1
4201,3:3,3:3,,1
4202,4:4,4:4,,1
4203,1:1,1:1,,0.61
4204,3:3,3:3,,1
4205,1:1,1:1,,0.74
4206,4:4,4:4,,1
4207,1:1,1:1,,0.82
4208,1:1,1:1,,0.96
4209,1:1,1:1,,0.91
4210,4:4,4:4,,1
4211,3:3,3:3,,1
4212,3:3,3:3,,1
4213,1:1,1:1,,0.96
4214,4:4,4:4,,1
4215,1:1,2:2,+,0.51
4216,5:5,5:5,,1
4217,4:4,4:4,,1
4218,3:3,3:3,,1
4219,4:4,4:4,,1
4220,5:5,5:5,,1
4221,4:4,4:4,,1
4222,6:6,6:6,,1
4223,1:1,2:2,+,0.74
4224,5:5,5:5,,1
4225,7:7,7:7,,1
4226,3:3,3:3,,1
4227,4:4,4:4,,1
4228,4:4,4:4,,1
4229,4:4,4:4,,1
4230,4:4,4:4,,1
4231,6:6,6:6,,1
4232,4:4,4:4,,1
4233,4:4,4:4,,1
4234,4:4,4:4,,1
4235,1:1,1:1,,0.98
4236,7:7,7:7,,1
4237,4:4,4:4,,1
4238,3:3,3:3,,0.67
4239,4:4,4:4,,1
4240,5:5,5:5,,1
4241,2:2,2:2,,0.95
4242,4:4,4:4,,1
4243,2:2,1:1,+,0.95
4244,3:3,3:3,,0.99
4245,2:2,2:2,,1
4246,7:7,7:7,,1
4247,2:2,2:2,,0.94
4248,2:2,2:2,,1
4249,4:4,4:4,,1
4250,4:4,4:4,,1
4251,1:1,1:1,,0.84
4252,2:2,1:1,+,0.6
4253,4:4,4:4,,1
4254,5:5,5:5,,1
4255,4:4,4:4,,1
4256,4:4,4:4,,1
4257,6:6,6:6,,1
4258,2:2,2:2,,1
4259,4:4,4:4,,1
4260,4:4,4:4,,1
4261,2:2,1:1,+,0.59
4262,1:1,1:1,,0.75
4263,2:2,2:2,,0.96
4264,2:2,2:2,,0.89
4265,4:4,4:4,,1
4266,4:4,4:4,,1
4267,1:1,1:1,,0.94
4268,2:2,2:2,,0.93
4269,4:4,4:4,,1
4270,6:6,6:6,,1
4271,4:4,4:4,,1
4272,2:2,1:1,+,0.75
4273,1:1,1:1,,1
4274,4:4,4:4,,1
4275,2:2,2:2,,0.73
4276,2:2,2:2,,0.62
4277,2:2,1:1,+,0.72
4278,3:3,3:3,,1
4279,7:7,7:7,,1
4280,4:4,4:4,,1
4281,4:4,4:4,,1
4282,1:1,1:1,,0.96
4283,7:7,7:7,,1
4284,6:6,6:6,,0.95
4285,4:4,4:4,,1
4286,4:4,4:4,,1
4287,1:1,1:1,,0.99
4288,4:4,4:4,,1
4289,1:1,1:1,,0.66
4290,4:4,4:4,,1
4291,1:1,2:2,+,0.61
4292,1:1,1:1,,0.86
4293,5:5,5:5,,1
4294,5:5,5:5,,1
4295,1:1,1:1,,0.84
4296,6:6,6:6,,1
4297,2:2,2:2,,0.89
4298,3:3,3:3,,1
4299,2:2,1:1,+,0.63
4300,2:2,2:2,,1
4301,4:4,4:4,,1
4302,3:3,3:3,,1
4303,1:1,1:1,,0.53
4304,3:3,3:3,,1
4305,1:1,1:1,,0.64
4306,2:2,1:1,+,0.54
4307,6:6,6:6,,1
4308,7:7,7:7,,1
4309,2:2,2:2,,0.92
4310,4:4,4:4,,1
4311,4:4,4:4,,1
4312,2:2,2:2,,0.91
4313,4:4,4:4,,1
4314,5:5,5:5,,1
4315,4:4,4:4,,1
4316,1:1,2:2,+,0.63
4317,4:4,4:4,,0.79
4318,4:4,4:4,,1
4319,3:3,3:3,,1
4320,4:4,4:4,,0.83
4321,4:4,4:4,,1
4322,1:1,1:1,,0.99
4323,4:4,4:4,,1
4324,1:1,1:1,,0.76
4325,5:5,5:5,,1
4326,4:4,4:4,,1
4327,2:2,2:2,,1
4328,5:5,5:5,,1
4329,2:2,2:2,,0.97
4330,6:6,6:6,,1
4331,3:3,3:3,,1
4332,1:1,1:1,,0.93
4333,2:2,2:2,,0.71
4334,4:4,4:4,,1
4335,1:1,2:2,+,0.94
4336,2:2,2:2,,0.99
4337,4:4,4:4,,1
4338,2:2,2:2,,0.87
4339,6:6,6:6,,1
4340,3:3,3:3,,0.78
4341,1:1,1:1,,0.94
4342,2:2,2:2,,0.95
4343,2:2,1:1,+,0.5
4344,5:5,5:5,,1
4345,2:2,1:1,+,0.56
4346,4:4,4:4,,1
4347,4:4,4:4,,1
4348,2:2,2:2,,1
4349,2:2,2:2,,0.84
4350,1:1,2:2,+,0.73
4351,2:2,2:2,,0.99
4352,4:4,4:4,,1
4353,2:2,2:2,,0.68
4354,4:4,4:4,,1
4355,5:5,5:5,,1
4356,4:4,4:4,,1
4357,4:4,4:4,,1
4358,4:4,4:4,,0.99
4359,1:1,1:1,,0.96
4360,4:4,4:4,,0.77
4361,4:4,4:4,,0.99
4362,2:2,2:2,,0.92
4363,4:4,4:4,,0.99
4364,2:2,1:1,+,0.63
4365,5:5,5:5,,1
