inst#,actual,predicted,error,prediction
17854,1:0,1:0,?,1
17855,1:0,1:0,?,1
17856,1:0,1:0,?,1
17857,2:1,1:0,+,0.59
17858,2:1,2:1,?,1
17859,2:1,2:1,?,1
17860,1:0,1:0,?,1
17861,1:0,1:0,?,1
17862,1:0,1:0,?,1
17863,2:1,2:1,?,0.89
17864,2:1,2:1,?,1
17865,1:0,1:0,?,1
17866,1:0,1:0,?,1
17867,1:0,1:0,?,1
17868,2:1,2:1,?,1
17869,1:0,1:0,?,1
17870,2:1,2:1,?,1
17871,2:1,2:1,?,1
17872,1:0,1:0,?,1
17873,1:0,1:0,?,1
17874,1:0,1:0,?,1
17875,1:0,1:0,?,1
17876,1:0,1:0,?,1
17877,2:1,2:1,?,0.76
17878,1:0,1:0,?,1
17879,1:0,1:0,?,1
17880,2:1,2:1,?,1
17881,2:1,2:1,?,0.74
17882,1:0,1:0,?,1
17883,2:1,2:1,?,1
17884,1:0,1:0,?,1
17885,2:1,2:1,?,1
17886,1:0,1:0,?,1
17887,1:0,1:0,?,1
17888,1:0,1:0,?,0.99
17889,1:0,1:0,?,1
17890,1:0,1:0,?,1
17891,1:0,1:0,?,1
17892,2:1,2:1,?,0.91
17893,1:0,1:0,?,1
17894,1:0,1:0,?,1
17895,1:0,1:0,?,1
17896,1:0,1:0,?,1
17897,1:0,1:0,?,1
17898,1:0,1:0,?,1
17899,1:0,1:0,?,1
17900,1:0,1:0,?,1
17901,1:0,1:0,?,1
17902,1:0,1:0,?,1
17903,1:0,1:0,?,1
17904,1:0,1:0,?,1
17905,1:0,1:0,?,1
17906,2:1,2:1,?,0.79
17907,1:0,1:0,?,1
17908,1:0,1:0,?,0.98
17909,1:0,1:0,?,0.97
17910,2:1,2:1,?,0.96
17911,1:0,1:0,?,1
17912,1:0,1:0,?,1
17913,1:0,1:0,?,1
17914,2:1,2:1,?,1
17915,2:1,2:1,?,0.59
17916,1:0,1:0,?,1
17917,1:0,1:0,?,1
17918,1:0,1:0,?,1
17919,1:0,1:0,?,0.96
17920,1:0,1:0,?,1
17921,2:1,2:1,?,0.99
17922,1:0,1:0,?,1
17923,1:0,1:0,?,1
17924,2:1,2:1,?,1
17925,1:0,1:0,?,1
17926,1:0,1:0,?,1
17927,1:0,1:0,?,1
17928,2:1,2:1,?,1
17929,2:1,2:1,?,1
17930,1:0,1:0,?,1
17931,1:0,1:0,?,1
17932,1:0,1:0,?,1
17933,1:0,1:0,?,1
17934,1:0,1:0,?,1
17935,2:1,2:1,?,0.66
17936,1:0,1:0,?,1
17937,2:1,2:1,?,0.99
17938,1:0,1:0,?,1
17939,1:0,1:0,?,0.99
17940,1:0,1:0,?,1
17941,1:0,1:0,?,0.99
17942,1:0,1:0,?,1
17943,1:0,1:0,?,1
17944,1:0,1:0,?,0.72
17945,2:1,2:1,?,0.99
17946,1:0,1:0,?,1
17947,2:1,2:1,?,1
17948,1:0,1:0,?,1
17949,1:0,1:0,?,0.99
17950,1:0,1:0,?,1
17951,1:0,1:0,?,1
17952,2:1,2:1,?,1
17953,1:0,1:0,?,1
17954,2:1,2:1,?,1
17955,1:0,1:0,?,1
17956,2:1,2:1,?,1
17957,1:0,1:0,?,1
17958,1:0,1:0,?,0.91
17959,1:0,1:0,?,1
17960,1:0,1:0,?,1
17961,1:0,1:0,?,1
17962,2:1,2:1,?,1
17963,2:1,2:1,?,1
17964,1:0,1:0,?,1
17965,1:0,1:0,?,1
17966,2:1,1:0,+,0.73
17967,2:1,2:1,?,1
17968,1:0,1:0,?,1
17969,1:0,1:0,?,0.98
17970,2:1,2:1,?,0.58
17971,1:0,1:0,?,1
17972,1:0,1:0,?,1
17973,1:0,1:0,?,1
17974,2:1,2:1,?,1
17975,1:0,1:0,?,1
17976,1:0,1:0,?,0.96
17977,2:1,2:1,?,0.86
17978,1:0,1:0,?,1
17979,1:0,1:0,?,1
17980,2:1,2:1,?,1
17981,1:0,2:1,+,0.56
17982,2:1,2:1,?,1
17983,1:0,1:0,?,0.92
17984,1:0,1:0,?,1
17985,1:0,1:0,?,1
17986,1:0,1:0,?,1
17987,1:0,1:0,?,1
17988,1:0,1:0,?,1
17989,2:1,2:1,?,1
17990,1:0,1:0,?,1
17991,2:1,2:1,?,1
17992,1:0,1:0,?,1
17993,1:0,1:0,?,0.88
17994,1:0,1:0,?,1
17995,1:0,1:0,?,0.99
17996,1:0,1:0,?,1
17997,1:0,1:0,?,1
17998,2:1,2:1,?,1
17999,1:0,1:0,?,0.75
18000,1:0,1:0,?,1
18001,1:0,1:0,?,1
18002,1:0,1:0,?,1
18003,2:1,2:1,?,1
18004,1:0,1:0,?,1
18005,1:0,1:0,?,1
18006,1:0,1:0,?,1
18007,1:0,1:0,?,1
18008,1:0,1:0,?,1
18009,1:0,1:0,?,1
18010,1:0,1:0,?,1
18011,1:0,1:0,?,1
18012,1:0,1:0,?,1
18013,1:0,1:0,?,1
18014,1:0,1:0,?,1
18015,1:0,1:0,?,1
18016,1:0,1:0,?,1
18017,1:0,1:0,?,1
18018,2:1,2:1,?,1
18019,1:0,1:0,?,1
18020,1:0,1:0,?,0.99
18021,1:0,1:0,?,1
18022,1:0,1:0,?,1
18023,2:1,2:1,?,1
18024,1:0,1:0,?,1
18025,2:1,2:1,?,1
18026,1:0,1:0,?,1
18027,1:0,1:0,?,1
18028,1:0,1:0,?,1
18029,1:0,1:0,?,1
18030,1:0,1:0,?,1
18031,1:0,1:0,?,1
18032,1:0,1:0,?,1
18033,2:1,2:1,?,1
18034,1:0,1:0,?,1
18035,1:0,1:0,?,1
18036,1:0,1:0,?,1
18037,1:0,1:0,?,1
18038,1:0,1:0,?,0.98
18039,1:0,1:0,?,1
18040,1:0,1:0,?,1
18041,1:0,1:0,?,1
18042,1:0,1:0,?,1
18043,1:0,1:0,?,1
18044,2:1,2:1,?,1
18045,1:0,1:0,?,1
18046,1:0,1:0,?,1
18047,2:1,2:1,?,1
18048,1:0,1:0,?,0.97
18049,1:0,1:0,?,1
18050,2:1,2:1,?,1
18051,1:0,1:0,?,1
18052,1:0,1:0,?,1
18053,1:0,1:0,?,1
18054,1:0,1:0,?,1
18055,1:0,1:0,?,0.5
18056,1:0,1:0,?,1
18057,1:0,1:0,?,1
18058,1:0,1:0,?,1
18059,1:0,1:0,?,1
18060,1:0,1:0,?,1
18061,2:1,2:1,?,1
18062,1:0,1:0,?,1
18063,2:1,2:1,?,1
18064,1:0,1:0,?,1
18065,1:0,1:0,?,1
18066,2:1,2:1,?,0.87
18067,1:0,1:0,?,1
18068,1:0,1:0,?,1
18069,2:1,2:1,?,1
18070,1:0,1:0,?,1
18071,1:0,1:0,?,1
18072,1:0,1:0,?,1
18073,2:1,2:1,?,1
18074,2:1,2:1,?,1
18075,1:0,1:0,?,1
18076,1:0,1:0,?,1
18077,1:0,1:0,?,1
18078,1:0,1:0,?,1
18079,2:1,2:1,?,1
18080,2:1,2:1,?,1
18081,2:1,2:1,?,1
18082,1:0,1:0,?,1
18083,1:0,1:0,?,1
18084,1:0,1:0,?,1
18085,1:0,1:0,?,1
18086,1:0,1:0,?,1
18087,1:0,1:0,?,1
18088,1:0,1:0,?,0.98
18089,2:1,2:1,?,1
18090,2:1,2:1,?,0.73
18091,1:0,1:0,?,0.86
18092,1:0,1:0,?,1
18093,1:0,1:0,?,1
18094,1:0,1:0,?,1
18095,1:0,1:0,?,1
18096,1:0,1:0,?,1
18097,1:0,1:0,?,1
18098,1:0,1:0,?,1
18099,2:1,1:0,+,0.73
18100,2:1,2:1,?,1
18101,1:0,1:0,?,1
18102,1:0,1:0,?,1
18103,1:0,1:0,?,0.99
18104,1:0,1:0,?,1
18105,1:0,1:0,?,1
18106,1:0,1:0,?,1
18107,1:0,1:0,?,1
18108,2:1,2:1,?,1
18109,2:1,2:1,?,1
18110,1:0,1:0,?,1
18111,1:0,1:0,?,1
18112,1:0,1:0,?,1
18113,2:1,2:1,?,0.8
18114,1:0,1:0,?,1
18115,1:0,1:0,?,1
18116,2:1,2:1,?,1
18117,1:0,1:0,?,1
18118,2:1,2:1,?,1
18119,1:0,1:0,?,1
18120,1:0,1:0,?,0.99
18121,2:1,2:1,?,1
18122,1:0,1:0,?,1
18123,1:0,1:0,?,1
18124,1:0,1:0,?,1
18125,1:0,1:0,?,1
18126,1:0,1:0,?,1
18127,2:1,2:1,?,1
18128,2:1,2:1,?,0.87
18129,1:0,1:0,?,1
18130,2:1,1:0,+,0.97
18131,1:0,1:0,?,0.98
18132,1:0,1:0,?,0.99
18133,1:0,1:0,?,1
18134,1:0,1:0,?,1
18135,1:0,1:0,?,1
18136,1:0,1:0,?,1
18137,1:0,1:0,?,1
18138,2:1,2:1,?,1
18139,1:0,1:0,?,1
18140,1:0,1:0,?,1
18141,1:0,1:0,?,1
18142,1:0,1:0,?,1
18143,1:0,1:0,?,1
18144,1:0,1:0,?,1
18145,1:0,1:0,?,1
18146,2:1,2:1,?,1
18147,1:0,1:0,?,1
18148,1:0,1:0,?,1
18149,1:0,1:0,?,1
18150,1:0,1:0,?,0.98
18151,1:0,2:1,+,0.68
18152,1:0,1:0,?,0.95
18153,2:1,2:1,?,1
18154,1:0,1:0,?,0.97
18155,1:0,1:0,?,1
18156,1:0,1:0,?,1
18157,1:0,1:0,?,1
18158,1:0,1:0,?,1
18159,1:0,1:0,?,1
18160,1:0,1:0,?,1
18161,2:1,2:1,?,0.99
18162,1:0,1:0,?,1
18163,1:0,1:0,?,1
18164,1:0,1:0,?,1
18165,1:0,1:0,?,1
18166,1:0,1:0,?,1
18167,1:0,1:0,?,1
18168,2:1,2:1,?,1
18169,1:0,1:0,?,1
18170,1:0,1:0,?,1
18171,2:1,2:1,?,1
18172,2:1,2:1,?,1
18173,1:0,1:0,?,1
18174,1:0,1:0,?,1
18175,1:0,1:0,?,1
18176,1:0,1:0,?,1
18177,1:0,1:0,?,1
18178,1:0,1:0,?,1
18179,1:0,1:0,?,1
18180,1:0,1:0,?,1
18181,1:0,1:0,?,1
18182,1:0,1:0,?,1
18183,2:1,2:1,?,1
18184,2:1,2:1,?,1
18185,1:0,1:0,?,1
18186,1:0,1:0,?,0.99
18187,1:0,1:0,?,0.98
18188,2:1,2:1,?,1
18189,1:0,1:0,?,0.99
18190,1:0,1:0,?,1
18191,1:0,1:0,?,0.96
18192,1:0,1:0,?,1
18193,1:0,1:0,?,1
18194,1:0,1:0,?,1
18195,1:0,1:0,?,1
18196,1:0,1:0,?,1
18197,1:0,1:0,?,1
18198,2:1,2:1,?,0.98
18199,1:0,1:0,?,1
18200,2:1,2:1,?,1
18201,1:0,1:0,?,1
18202,2:1,2:1,?,1
18203,2:1,2:1,?,1
18204,1:0,1:0,?,1
18205,1:0,1:0,?,0.98
18206,1:0,1:0,?,1
18207,1:0,1:0,?,1
18208,1:0,1:0,?,1
18209,2:1,1:0,+,0.61
18210,1:0,1:0,?,1
18211,1:0,1:0,?,1
18212,1:0,1:0,?,1
18213,1:0,1:0,?,0.89
18214,1:0,1:0,?,1
18215,1:0,1:0,?,1
18216,1:0,1:0,?,1
18217,1:0,1:0,?,1
18218,1:0,1:0,?,1
18219,1:0,1:0,?,1
18220,1:0,1:0,?,1
18221,1:0,1:0,?,1
18222,2:1,2:1,?,1
18223,1:0,1:0,?,1
18224,1:0,1:0,?,1
18225,1:0,1:0,?,1
18226,1:0,1:0,?,0.8
18227,2:1,2:1,?,1
18228,2:1,2:1,?,1
18229,1:0,1:0,?,1
18230,1:0,1:0,?,1
18231,1:0,1:0,?,1
18232,1:0,1:0,?,1
18233,1:0,1:0,?,1
18234,1:0,1:0,?,1
18235,1:0,1:0,?,1
18236,1:0,1:0,?,1
18237,1:0,1:0,?,1
18238,1:0,1:0,?,0.66
18239,1:0,1:0,?,1
18240,1:0,1:0,?,0.98
18241,2:1,2:1,?,1
18242,2:1,2:1,?,0.99
18243,1:0,1:0,?,1
18244,2:1,1:0,+,0.59
18245,1:0,1:0,?,1
18246,2:1,2:1,?,0.99
18247,1:0,1:0,?,1
18248,1:0,1:0,?,1
18249,2:1,1:0,+,0.68
18250,1:0,1:0,?,1
18251,1:0,1:0,?,1
18252,1:0,1:0,?,1
18253,1:0,1:0,?,1
18254,1:0,1:0,?,0.76
18255,1:0,1:0,?,1
18256,1:0,1:0,?,1
18257,1:0,1:0,?,1
18258,1:0,1:0,?,1
18259,2:1,2:1,?,1
18260,1:0,1:0,?,1
18261,1:0,1:0,?,1
18262,1:0,1:0,?,1
18263,1:0,1:0,?,1
18264,1:0,1:0,?,1
18265,1:0,1:0,?,1
18266,2:1,2:1,?,1
18267,1:0,1:0,?,0.98
18268,1:0,1:0,?,1
18269,1:0,1:0,?,1
18270,1:0,1:0,?,1
18271,2:1,2:1,?,1
18272,2:1,2:1,?,1
18273,1:0,1:0,?,1
18274,2:1,2:1,?,1
18275,1:0,1:0,?,1
18276,1:0,1:0,?,1
18277,1:0,1:0,?,1
18278,1:0,1:0,?,1
18279,2:1,2:1,?,1
18280,1:0,1:0,?,1
18281,1:0,1:0,?,1
18282,1:0,1:0,?,1
18283,1:0,1:0,?,1
18284,1:0,1:0,?,1
18285,1:0,1:0,?,1
18286,1:0,1:0,?,1
18287,2:1,2:1,?,1
18288,2:1,2:1,?,0.86
18289,1:0,1:0,?,1
18290,1:0,1:0,?,0.88
18291,1:0,1:0,?,1
18292,1:0,1:0,?,1
18293,1:0,1:0,?,1
18294,2:1,2:1,?,1
18295,2:1,2:1,?,1
18296,1:0,1:0,?,1
18297,1:0,1:0,?,1
18298,1:0,1:0,?,1
18299,2:1,2:1,?,0.93
18300,2:1,2:1,?,1
18301,1:0,1:0,?,1
18302,2:1,2:1,?,1
18303,2:1,2:1,?,1
18304,1:0,1:0,?,1
18305,2:1,2:1,?,0.99
18306,2:1,2:1,?,1
18307,1:0,1:0,?,1
18308,1:0,1:0,?,1
18309,1:0,1:0,?,1
18310,2:1,2:1,?,0.99
18311,1:0,1:0,?,1
18312,1:0,1:0,?,1
18313,1:0,1:0,?,1
18314,1:0,1:0,?,1
18315,2:1,2:1,?,1
18316,1:0,1:0,?,1
18317,1:0,1:0,?,1
18318,1:0,1:0,?,1
18319,1:0,1:0,?,1
18320,1:0,1:0,?,1
18321,1:0,1:0,?,1
18322,1:0,1:0,?,1
18323,2:1,2:1,?,1
18324,1:0,1:0,?,0.99
18325,1:0,1:0,?,1
18326,1:0,1:0,?,0.92
18327,1:0,1:0,?,1
18328,2:1,2:1,?,1
18329,1:0,2:1,+,0.54
18330,1:0,1:0,?,1
18331,1:0,1:0,?,1
18332,1:0,1:0,?,1
18333,1:0,1:0,?,1
18334,2:1,2:1,?,1
18335,1:0,1:0,?,1
18336,2:1,2:1,?,1
18337,1:0,1:0,?,1
18338,1:0,1:0,?,1
18339,1:0,1:0,?,0.9
18340,1:0,1:0,?,0.94
18341,1:0,1:0,?,1
18342,1:0,1:0,?,1
18343,2:1,2:1,?,1
18344,1:0,1:0,?,0.96
18345,1:0,1:0,?,1
18346,2:1,2:1,?,1
18347,1:0,1:0,?,0.82
18348,2:1,2:1,?,1
18349,2:1,2:1,?,0.99
18350,1:0,1:0,?,0.83
18351,2:1,2:1,?,1
18352,1:0,1:0,?,0.92
18353,1:0,1:0,?,1
18354,1:0,1:0,?,1
18355,2:1,2:1,?,1
18356,1:0,1:0,?,1
18357,1:0,1:0,?,0.92
18358,1:0,1:0,?,1
18359,2:1,2:1,?,1
18360,1:0,1:0,?,0.99
18361,2:1,2:1,?,1
18362,2:1,2:1,?,1
18363,1:0,1:0,?,1
18364,2:1,2:1,?,0.99
18365,1:0,1:0,?,0.99
18366,1:0,1:0,?,1
18367,2:1,2:1,?,1
18368,1:0,1:0,?,1
18369,1:0,1:0,?,1
18370,1:0,1:0,?,1
18371,1:0,1:0,?,1
18372,1:0,1:0,?,1
18373,1:0,1:0,?,1
18374,1:0,1:0,?,1
18375,1:0,1:0,?,0.97
18376,1:0,1:0,?,1
18377,2:1,2:1,?,1
18378,2:1,1:0,+,0.78
18379,2:1,2:1,?,1
18380,1:0,1:0,?,1
18381,1:0,1:0,?,1
18382,1:0,1:0,?,1
18383,2:1,2:1,?,0.97
18384,1:0,1:0,?,1
18385,1:0,1:0,?,1
18386,2:1,2:1,?,1
18387,1:0,1:0,?,1
18388,1:0,1:0,?,1
18389,2:1,2:1,?,1
18390,1:0,1:0,?,1
18391,1:0,1:0,?,1
18392,2:1,2:1,?,1
18393,1:0,1:0,?,1
18394,2:1,2:1,?,0.99
18395,1:0,1:0,?,1
18396,1:0,1:0,?,1
18397,2:1,2:1,?,0.66
18398,2:1,2:1,?,1
18399,2:1,2:1,?,1
18400,1:0,1:0,?,1
18401,1:0,1:0,?,1
18402,1:0,1:0,?,1
18403,1:0,1:0,?,1
18404,2:1,2:1,?,1
18405,1:0,1:0,?,1
18406,1:0,1:0,?,1
18407,2:1,2:1,?,1
18408,1:0,1:0,?,1
18409,2:1,2:1,?,1
18410,1:0,1:0,?,1
18411,1:0,1:0,?,1
18412,1:0,1:0,?,1
18413,1:0,1:0,?,1
18414,1:0,1:0,?,1
18415,1:0,1:0,?,1
18416,2:1,2:1,?,0.9
18417,1:0,1:0,?,1
18418,1:0,1:0,?,1
18419,1:0,1:0,?,1
18420,1:0,1:0,?,1
18421,2:1,2:1,?,1
18422,2:1,1:0,+,0.8
18423,1:0,1:0,?,1
18424,2:1,2:1,?,1
18425,1:0,1:0,?,1
18426,2:1,2:1,?,1
18427,1:0,1:0,?,1
18428,1:0,1:0,?,1
18429,1:0,1:0,?,0.99
18430,2:1,2:1,?,1
18431,1:0,1:0,?,1
18432,1:0,1:0,?,1
18433,2:1,2:1,?,1
18434,1:0,1:0,?,1
18435,1:0,1:0,?,1
18436,1:0,1:0,?,1
18437,1:0,1:0,?,0.98
18438,1:0,1:0,?,1
18439,1:0,1:0,?,1
18440,2:1,2:1,?,0.53
18441,2:1,2:1,?,1
18442,1:0,1:0,?,1
18443,1:0,1:0,?,1
18444,1:0,1:0,?,1
18445,1:0,1:0,?,1
18446,2:1,2:1,?,1
18447,1:0,1:0,?,1
18448,2:1,2:1,?,0.7
18449,1:0,1:0,?,1
18450,1:0,1:0,?,0.99
18451,1:0,1:0,?,1
18452,1:0,1:0,?,1
18453,1:0,1:0,?,1
18454,1:0,1:0,?,1
18455,1:0,1:0,?,1
18456,2:1,2:1,?,1
18457,1:0,1:0,?,1
18458,1:0,1:0,?,0.99
18459,1:0,1:0,?,1
18460,1:0,1:0,?,1
18461,2:1,2:1,?,0.93
18462,2:1,2:1,?,1
18463,1:0,1:0,?,1
18464,1:0,1:0,?,1
18465,1:0,1:0,?,1
18466,1:0,1:0,?,0.98
18467,1:0,1:0,?,0.82
18468,1:0,1:0,?,1
18469,1:0,1:0,?,1
18470,1:0,1:0,?,1
18471,1:0,1:0,?,1
18472,1:0,1:0,?,1
18473,2:1,2:1,?,1
18474,1:0,1:0,?,1
18475,1:0,1:0,?,1
18476,2:1,2:1,?,1
18477,1:0,1:0,?,1
18478,1:0,1:0,?,1
18479,1:0,1:0,?,1
18480,1:0,1:0,?,1
18481,1:0,1:0,?,1
18482,1:0,1:0,?,0.99
18483,1:0,1:0,?,1
18484,1:0,1:0,?,1
18485,2:1,2:1,?,1
18486,1:0,1:0,?,1
18487,1:0,1:0,?,0.75
18488,1:0,1:0,?,1
18489,1:0,1:0,?,1
18490,1:0,1:0,?,1
18491,1:0,1:0,?,1
18492,1:0,1:0,?,1
18493,1:0,1:0,?,1
18494,1:0,1:0,?,0.81
18495,1:0,1:0,?,1
18496,1:0,1:0,?,1
18497,1:0,1:0,?,0.91
18498,1:0,1:0,?,1
18499,1:0,1:0,?,1
18500,2:1,2:1,?,1
18501,1:0,1:0,?,1
18502,1:0,1:0,?,1
18503,1:0,1:0,?,1
18504,1:0,1:0,?,1
18505,1:0,1:0,?,1
18506,1:0,1:0,?,1
18507,2:1,2:1,?,1
18508,1:0,1:0,?,1
18509,1:0,1:0,?,1
18510,1:0,1:0,?,1
18511,1:0,1:0,?,1
18512,1:0,1:0,?,0.95
18513,1:0,1:0,?,1
18514,2:1,2:1,?,1
18515,1:0,1:0,?,1
18516,2:1,2:1,?,1
18517,1:0,1:0,?,1
18518,2:1,2:1,?,0.86
18519,1:0,1:0,?,1
18520,1:0,1:0,?,1
18521,1:0,1:0,?,1
18522,2:1,2:1,?,0.97
18523,1:0,1:0,?,1
18524,1:0,1:0,?,1
18525,2:1,2:1,?,1
18526,1:0,1:0,?,0.98
18527,1:0,1:0,?,0.97
18528,1:0,1:0,?,1
18529,2:1,2:1,?,1
18530,1:0,1:0,?,1
18531,2:1,2:1,?,1
18532,1:0,1:0,?,1
18533,2:1,2:1,?,1
18534,1:0,1:0,?,1
18535,1:0,1:0,?,1
18536,1:0,1:0,?,1
18537,1:0,1:0,?,1
18538,1:0,1:0,?,1
18539,1:0,1:0,?,1
18540,1:0,1:0,?,1
18541,1:0,1:0,?,1
18542,1:0,1:0,?,1
18543,2:1,2:1,?,1
18544,2:1,2:1,?,0.83
18545,2:1,2:1,?,0.72
18546,1:0,1:0,?,1
18547,1:0,1:0,?,1
18548,1:0,1:0,?,1
18549,2:1,2:1,?,1
18550,1:0,1:0,?,1
18551,1:0,1:0,?,1
18552,1:0,1:0,?,1
18553,1:0,1:0,?,1
18554,1:0,1:0,?,0.96
18555,1:0,1:0,?,1
18556,2:1,2:1,?,0.96
18557,1:0,1:0,?,1
18558,1:0,1:0,?,1
18559,1:0,1:0,?,1
18560,1:0,1:0,?,1
18561,1:0,1:0,?,1
18562,2:1,2:1,?,1
18563,1:0,1:0,?,1
18564,2:1,2:1,?,1
18565,2:1,2:1,?,0.96
18566,1:0,1:0,?,1
18567,2:1,2:1,?,1
18568,2:1,2:1,?,1
18569,1:0,1:0,?,1
18570,1:0,1:0,?,1
18571,2:1,2:1,?,1
18572,1:0,1:0,?,1
18573,1:0,1:0,?,1
18574,1:0,1:0,?,0.99
18575,1:0,1:0,?,1
18576,2:1,2:1,?,0.99
18577,1:0,1:0,?,0.96
18578,1:0,1:0,?,1
18579,1:0,1:0,?,1
18580,1:0,1:0,?,1
18581,1:0,1:0,?,1
18582,1:0,1:0,?,1
18583,1:0,1:0,?,1
18584,1:0,1:0,?,1
18585,1:0,1:0,?,0.99
18586,1:0,1:0,?,1
18587,2:1,2:1,?,1
18588,1:0,1:0,?,1
18589,1:0,1:0,?,0.99
18590,1:0,1:0,?,0.98
18591,1:0,1:0,?,0.76
18592,1:0,1:0,?,0.97
18593,1:0,1:0,?,1
18594,2:1,2:1,?,1
18595,1:0,1:0,?,1
18596,1:0,1:0,?,1
18597,1:0,1:0,?,1
18598,1:0,1:0,?,1
18599,1:0,1:0,?,1
18600,1:0,1:0,?,0.98
18601,1:0,1:0,?,1
18602,2:1,2:1,?,1
18603,2:1,2:1,?,1
18604,1:0,1:0,?,1
18605,1:0,1:0,?,1
18606,2:1,2:1,?,1
18607,1:0,1:0,?,0.96
18608,1:0,1:0,?,1
18609,1:0,1:0,?,1
18610,1:0,1:0,?,1
18611,1:0,1:0,?,1
18612,1:0,1:0,?,1
18613,2:1,2:1,?,1
18614,1:0,1:0,?,1
18615,2:1,2:1,?,1
18616,1:0,1:0,?,0.88
18617,1:0,1:0,?,1
18618,1:0,1:0,?,1
18619,2:1,2:1,?,1
18620,1:0,1:0,?,1
18621,1:0,1:0,?,1
18622,1:0,1:0,?,0.97
18623,2:1,2:1,?,1
18624,1:0,1:0,?,1
18625,1:0,1:0,?,1
18626,2:1,2:1,?,1
18627,1:0,1:0,?,1
18628,1:0,1:0,?,1
18629,1:0,1:0,?,0.86
18630,1:0,1:0,?,1
18631,1:0,1:0,?,1
18632,1:0,1:0,?,1
18633,1:0,1:0,?,0.93
18634,1:0,1:0,?,0.98
18635,1:0,1:0,?,1
18636,1:0,1:0,?,1
18637,1:0,1:0,?,1
18638,1:0,1:0,?,1
18639,1:0,1:0,?,1
18640,2:1,2:1,?,1
18641,1:0,1:0,?,1
18642,1:0,1:0,?,0.93
18643,1:0,1:0,?,1
18644,1:0,1:0,?,1
18645,2:1,2:1,?,1
18646,1:0,1:0,?,1
18647,2:1,2:1,?,1
18648,1:0,1:0,?,1
18649,1:0,1:0,?,1
18650,1:0,1:0,?,1
18651,1:0,1:0,?,1
18652,1:0,1:0,?,1
18653,1:0,1:0,?,1
18654,1:0,1:0,?,1
18655,1:0,1:0,?,1
18656,2:1,2:1,?,0.77
18657,2:1,2:1,?,1
18658,1:0,1:0,?,1
18659,1:0,1:0,?,1
18660,1:0,1:0,?,1
18661,1:0,1:0,?,1
18662,1:0,1:0,?,1
18663,1:0,1:0,?,1
18664,1:0,1:0,?,1
18665,1:0,1:0,?,1
18666,2:1,1:0,+,0.64
18667,2:1,1:0,+,0.6
18668,2:1,2:1,?,1
18669,1:0,1:0,?,1
18670,2:1,2:1,?,1
18671,1:0,1:0,?,1
18672,1:0,1:0,?,1
18673,1:0,1:0,?,1
18674,1:0,1:0,?,1
18675,2:1,2:1,?,1
18676,2:1,2:1,?,1
18677,1:0,1:0,?,1
18678,2:1,2:1,?,1
18679,2:1,2:1,?,0.98
18680,1:0,1:0,?,1
18681,1:0,1:0,?,1
18682,2:1,2:1,?,1
18683,1:0,1:0,?,1
18684,2:1,2:1,?,1
18685,1:0,1:0,?,1
18686,2:1,2:1,?,0.99
18687,1:0,1:0,?,1
18688,1:0,1:0,?,1
18689,2:1,2:1,?,1
18690,1:0,1:0,?,1
18691,1:0,1:0,?,1
18692,1:0,1:0,?,1
18693,1:0,1:0,?,1
18694,2:1,1:0,+,0.55
18695,1:0,1:0,?,1
18696,1:0,1:0,?,1
18697,1:0,1:0,?,1
18698,2:1,2:1,?,1
18699,1:0,1:0,?,0.91
18700,1:0,1:0,?,0.95
18701,1:0,1:0,?,1
18702,2:1,2:1,?,1
18703,2:1,2:1,?,1
18704,1:0,1:0,?,1
18705,2:1,2:1,?,1
18706,1:0,1:0,?,1
18707,1:0,1:0,?,0.99
18708,1:0,1:0,?,1
18709,1:0,1:0,?,1
18710,1:0,1:0,?,1
18711,1:0,1:0,?,1
18712,2:1,2:1,?,1
18713,1:0,1:0,?,1
18714,1:0,1:0,?,1
18715,1:0,1:0,?,1
18716,1:0,1:0,?,1
18717,1:0,1:0,?,1
18718,1:0,1:0,?,1
18719,2:1,2:1,?,0.69
18720,1:0,1:0,?,1
18721,1:0,1:0,?,1
18722,1:0,1:0,?,1
18723,1:0,1:0,?,1
18724,1:0,1:0,?,1
18725,1:0,1:0,?,1
18726,1:0,1:0,?,1
18727,2:1,2:1,?,1
18728,1:0,1:0,?,1
18729,2:1,1:0,+,0.64
18730,1:0,1:0,?,1
18731,1:0,1:0,?,1
18732,1:0,1:0,?,1
18733,1:0,1:0,?,1
18734,2:1,2:1,?,1
18735,1:0,1:0,?,1
18736,1:0,1:0,?,0.94
18737,2:1,2:1,?,1
18738,1:0,1:0,?,1
18739,1:0,1:0,?,0.99
18740,1:0,1:0,?,1
18741,1:0,1:0,?,1
18742,1:0,1:0,?,1
18743,1:0,1:0,?,0.99
18744,1:0,1:0,?,1
18745,2:1,2:1,?,1
18746,1:0,1:0,?,1
18747,2:1,2:1,?,1
18748,1:0,1:0,?,1
18749,1:0,1:0,?,1
18750,1:0,1:0,?,1
18751,2:1,2:1,?,1
18752,2:1,2:1,?,1
18753,2:1,2:1,?,1
18754,2:1,2:1,?,0.99
18755,1:0,1:0,?,1
18756,1:0,1:0,?,1
18757,1:0,1:0,?,1
18758,1:0,1:0,?,0.92
18759,1:0,1:0,?,1
18760,1:0,1:0,?,1
18761,1:0,1:0,?,0.99
18762,1:0,1:0,?,1
18763,1:0,1:0,?,0.9
18764,1:0,1:0,?,1
