inst#,actual,predicted,error,prediction
5518,4:4,4:4,,1
5519,3:3,3:3,,0.97
5520,5:5,5:5,,1
5521,3:3,3:3,,1
5522,2:2,2:2,,0.6
5523,4:4,4:4,,0.88
5524,6:6,6:6,,1
5525,5:5,5:5,,1
5526,4:4,4:4,,1
5527,5:5,5:5,,1
5528,3:3,3:3,,1
5529,2:2,2:2,,1
5530,3:3,3:3,,1
5531,7:7,7:7,,1
5532,3:3,3:3,,0.93
5533,4:4,4:4,,1
5534,4:4,4:4,,1
5535,2:2,2:2,,0.99
5536,4:4,4:4,,1
5537,1:1,1:1,,0.63
5538,2:2,2:2,,0.99
5539,5:5,5:5,,1
5540,4:4,4:4,,1
5541,4:4,4:4,,1
5542,5:5,5:5,,1
5543,2:2,2:2,,0.94
5544,4:4,4:4,,1
5545,5:5,5:5,,1
5546,1:1,1:1,,1
5547,1:1,1:1,,0.97
5548,2:2,2:2,,0.87
5549,7:7,7:7,,1
5550,1:1,1:1,,0.89
5551,3:3,3:3,,1
5552,2:2,2:2,,0.86
5553,3:3,3:3,,0.97
5554,1:1,2:2,+,0.65
5555,1:1,1:1,,0.64
5556,1:1,1:1,,0.63
5557,2:2,2:2,,0.96
5558,5:5,5:5,,1
5559,4:4,4:4,,1
5560,2:2,2:2,,0.61
5561,7:7,7:7,,1
5562,5:5,5:5,,1
5563,1:1,2:2,+,0.75
5564,5:5,5:5,,1
5565,3:3,3:3,,0.96
5566,4:4,4:4,,1
5567,1:1,1:1,,0.67
5568,2:2,2:2,,1
5569,5:5,5:5,,1
5570,4:4,4:4,,1
5571,2:2,2:2,,0.98
5572,2:2,1:1,+,0.59
5573,5:5,5:5,,1
5574,6:6,6:6,,1
5575,2:2,2:2,,0.85
5576,2:2,2:2,,0.88
5577,4:4,4:4,,1
5578,1:1,1:1,,0.9
5579,4:4,4:4,,1
5580,5:5,5:5,,1
5581,1:1,1:1,,0.67
5582,4:4,4:4,,1
5583,2:2,1:1,+,0.72
5584,4:4,4:4,,1
5585,3:3,3:3,,1
5586,7:7,7:7,,1
5587,4:4,4:4,,1
5588,4:4,4:4,,1
5589,5:5,5:5,,1
5590,1:1,1:1,,0.54
5591,6:6,6:6,,1
5592,5:5,5:5,,1
5593,7:7,7:7,,0.99
5594,4:4,4:4,,1
5595,3:3,3:3,,1
5596,1:1,1:1,,0.75
5597,1:1,2:2,+,0.55
5598,2:2,2:2,,1
5599,4:4,4:4,,1
5600,4:4,4:4,,1
5601,1:1,1:1,,0.76
5602,4:4,4:4,,1
5603,4:4,4:4,,1
5604,1:1,1:1,,0.68
5605,2:2,2:2,,0.99
5606,3:3,3:3,,1
5607,7:7,7:7,,1
5608,4:4,4:4,,1
5609,3:3,3:3,,1
5610,2:2,2:2,,0.76
5611,2:2,2:2,,1
5612,2:2,2:2,,0.98
5613,2:2,2:2,,0.99
5614,4:4,4:4,,0.99
5615,6:6,6:6,,1
5616,4:4,4:4,,1
5617,4:4,4:4,,0.99
5618,1:1,1:1,,0.97
5619,5:5,5:5,,1
5620,6:6,6:6,,1
5621,6:6,6:6,,1
5622,3:3,3:3,,1
5623,3:3,3:3,,1
5624,4:4,4:4,,1
5625,1:1,1:1,,0.93
5626,3:3,3:3,,1
5627,4:4,4:4,,1
5628,7:7,7:7,,1
5629,2:2,2:2,,0.75
5630,7:7,7:7,,1
5631,4:4,4:4,,1
5632,4:4,4:4,,1
5633,4:4,4:4,,0.92
5634,4:4,4:4,,1
5635,2:2,2:2,,0.93
5636,3:3,3:3,,1
5637,2:2,2:2,,0.94
5638,3:3,3:3,,1
5639,4:4,4:4,,0.99
5640,5:5,5:5,,1
5641,2:2,2:2,,0.81
5642,1:1,1:1,,0.63
5643,3:3,3:3,,1
5644,2:2,2:2,,0.94
5645,3:3,3:3,,1
5646,4:4,4:4,,1
5647,3:3,3:3,,1
5648,2:2,2:2,,0.79
5649,7:7,7:7,,1
5650,5:5,5:5,,1
5651,5:5,5:5,,1
5652,1:1,1:1,,0.68
5653,4:4,4:4,,1
5654,3:3,3:3,,0.97
5655,1:1,2:2,+,0.55
5656,4:4,4:4,,0.82
5657,1:1,1:1,,1
5658,5:5,5:5,,1
5659,6:6,6:6,,1
5660,6:6,6:6,,0.99
5661,5:5,5:5,,1
5662,4:4,4:4,,1
5663,4:4,4:4,,1
5664,4:4,4:4,,0.88
5665,3:3,3:3,,1
5666,5:5,5:5,,1
5667,5:5,5:5,,1
5668,2:2,2:2,,0.82
5669,7:7,7:7,,1
5670,3:3,3:3,,1
5671,2:2,2:2,,0.84
5672,2:2,2:2,,0.55
5673,4:4,4:4,,0.99
5674,4:4,4:4,,0.57
5675,4:4,4:4,,1
5676,7:7,7:7,,1
5677,2:2,2:2,,0.76
5678,2:2,2:2,,1
5679,4:4,4:4,,1
5680,7:7,7:7,,1
5681,3:3,3:3,,1
5682,4:4,4:4,,1
5683,4:4,4:4,,1
5684,4:4,4:4,,1
5685,2:2,1:1,+,0.83
5686,2:2,2:2,,0.99
5687,1:1,2:2,+,0.57
5688,5:5,5:5,,1
5689,5:5,5:5,,1
5690,1:1,2:2,+,0.67
5691,1:1,1:1,,0.92
5692,1:1,2:2,+,0.66
5693,4:4,4:4,,1
5694,2:2,2:2,,0.95
5695,3:3,3:3,,1
5696,2:2,2:2,,0.96
5697,2:2,1:1,+,0.59
5698,2:2,2:2,,1
5699,7:7,7:7,,1
5700,1:1,1:1,,0.83
5701,3:3,3:3,,1
5702,4:4,4:4,,1
5703,2:2,2:2,,0.62
5704,3:3,3:3,,1
5705,2:2,2:2,,0.99
5706,4:4,4:4,,1
5707,2:2,1:1,+,0.74
5708,3:3,3:3,,1
5709,2:2,2:2,,0.99
5710,1:1,1:1,,0.99
5711,6:6,6:6,,1
5712,1:1,1:1,,0.65
5713,4:4,4:4,,0.87
5714,3:3,3:3,,1
5715,4:4,4:4,,1
5716,7:7,7:7,,1
5717,7:7,7:7,,0.98
5718,5:5,5:5,,1
5719,7:7,7:7,,1
5720,4:4,4:4,,1
5721,4:4,4:4,,1
5722,3:3,3:3,,1
5723,4:4,4:4,,1
5724,4:4,4:4,,1
5725,3:3,3:3,,1
5726,5:5,5:5,,1
5727,2:2,2:2,,1
5728,1:1,1:1,,0.88
5729,5:5,5:5,,1
5730,3:3,3:3,,1
5731,1:1,1:1,,0.97
5732,2:2,2:2,,0.9
5733,4:4,4:4,,1
5734,6:6,6:6,,1
5735,7:7,7:7,,0.88
5736,5:5,5:5,,1
5737,4:4,4:4,,1
5738,4:4,4:4,,1
5739,2:2,2:2,,1
5740,4:4,4:4,,1
5741,1:1,1:1,,0.98
5742,4:4,4:4,,1
5743,4:4,4:4,,1
5744,4:4,4:4,,1
5745,4:4,4:4,,1
5746,4:4,4:4,,1
5747,4:4,4:4,,1
5748,1:1,1:1,,0.89
5749,4:4,4:4,,0.99
5750,1:1,1:1,,0.94
5751,2:2,2:2,,0.88
5752,3:3,3:3,,1
5753,4:4,4:4,,1
5754,4:4,4:4,,1
5755,3:3,3:3,,1
5756,4:4,4:4,,1
5757,7:7,7:7,,1
5758,4:4,4:4,,1
5759,4:4,4:4,,0.97
5760,4:4,4:4,,1
5761,4:4,4:4,,0.98
5762,4:4,4:4,,1
5763,4:4,3:3,+,0.73
5764,4:4,4:4,,1
5765,5:5,5:5,,1
5766,5:5,5:5,,1
5767,4:4,4:4,,1
5768,4:4,3:3,+,0.79
5769,4:4,4:4,,1
5770,7:7,7:7,,1
5771,1:1,1:1,,0.68
5772,3:3,3:3,,1
5773,4:4,4:4,,1
5774,1:1,1:1,,0.65
5775,6:6,6:6,,1
5776,2:2,2:2,,0.84
5777,3:3,3:3,,1
5778,2:2,2:2,,0.9
5779,4:4,4:4,,0.99
5780,3:3,3:3,,1
5781,4:4,4:4,,1
5782,2:2,2:2,,0.75
5783,4:4,4:4,,1
5784,3:3,3:3,,1
5785,7:7,5:5,+,0.99
5786,4:4,4:4,,1
5787,2:2,2:2,,0.87
5788,3:3,3:3,,1
5789,4:4,4:4,,1
5790,7:7,7:7,,1
5791,7:7,7:7,,1
5792,4:4,4:4,,1
5793,4:4,4:4,,0.99
5794,2:2,2:2,,0.87
5795,3:3,3:3,,1
5796,4:4,4:4,,1
5797,4:4,4:4,,1
5798,2:2,2:2,,0.94
5799,4:4,4:4,,1
5800,4:4,4:4,,0.68
5801,4:4,4:4,,1
5802,3:3,3:3,,1
5803,7:7,7:7,,1
5804,4:4,4:4,,1
5805,1:1,1:1,,0.94
5806,1:1,1:1,,0.97
5807,3:3,3:3,,1
5808,4:4,4:4,,1
5809,7:7,7:7,,1
5810,2:2,1:1,+,0.53
5811,3:3,3:3,,0.99
5812,2:2,2:2,,0.94
5813,7:7,7:7,,1
5814,2:2,2:2,,0.84
5815,4:4,4:4,,1
5816,4:4,4:4,,0.96
5817,3:3,3:3,,0.93
5818,6:6,6:6,,1
5819,2:2,2:2,,0.73
5820,4:4,4:4,,1
5821,2:2,2:2,,0.93
5822,2:2,2:2,,0.85
5823,4:4,4:4,,1
5824,2:2,2:2,,0.55
5825,2:2,2:2,,0.76
5826,4:4,4:4,,1
5827,1:1,1:1,,0.95
5828,4:4,4:4,,1
5829,1:1,1:1,,0.55
5830,4:4,4:4,,0.99
5831,1:1,2:2,+,0.61
5832,2:2,2:2,,0.91
5833,1:1,1:1,,0.59
5834,7:7,7:7,,1
5835,3:3,3:3,,1
5836,4:4,4:4,,1
5837,4:4,4:4,,1
5838,6:6,6:6,,0.53
5839,2:2,2:2,,0.96
5840,4:4,4:4,,1
5841,7:7,7:7,,1
5842,2:2,1:1,+,0.53
5843,1:1,1:1,,0.55
5844,5:5,5:5,,1
5845,4:4,4:4,,1
5846,4:4,4:4,,1
5847,3:3,3:3,,1
5848,4:4,4:4,,1
5849,6:6,6:6,,1
5850,2:2,2:2,,0.99
5851,7:7,7:7,,1
5852,3:3,3:3,,1
5853,4:4,4:4,,1
5854,3:3,3:3,,1
5855,4:4,4:4,,0.99
5856,7:7,7:7,,1
5857,3:3,3:3,,1
5858,4:4,4:4,,1
5859,3:3,3:3,,1
5860,6:6,6:6,,1
5861,3:3,3:3,,1
5862,3:3,3:3,,1
5863,2:2,2:2,,1
5864,1:1,2:2,+,0.56
5865,4:4,4:4,,1
5866,4:4,4:4,,1
5867,7:7,7:7,,1
5868,2:2,2:2,,0.71
5869,4:4,4:4,,1
5870,5:5,5:5,,1
5871,7:7,7:7,,1
5872,4:4,4:4,,1
5873,4:4,4:4,,1
5874,4:4,4:4,,1
5875,2:2,2:2,,0.79
5876,4:4,4:4,,1
5877,2:2,2:2,,1
5878,3:3,3:3,,1
5879,4:4,4:4,,1
5880,4:4,4:4,,1
5881,4:4,4:4,,1
5882,7:7,7:7,,1
5883,2:2,2:2,,0.97
5884,2:2,2:2,,1
5885,3:3,3:3,,1
5886,4:4,4:4,,1
5887,1:1,1:1,,0.98
5888,2:2,2:2,,0.77
5889,6:6,6:6,,1
5890,4:4,4:4,,1
5891,5:5,5:5,,1
5892,1:1,1:1,,0.69
5893,2:2,2:2,,0.95
5894,4:4,4:4,,1
5895,1:1,1:1,,0.95
5896,7:7,7:7,,1
5897,6:6,6:6,,1
5898,1:1,2:2,+,0.74
5899,2:2,2:2,,0.78
5900,7:7,7:7,,1
5901,5:5,5:5,,1
5902,4:4,4:4,,1
5903,4:4,4:4,,1
5904,2:2,2:2,,0.92
5905,3:3,3:3,,1
5906,4:4,4:4,,0.99
5907,3:3,3:3,,1
5908,3:3,3:3,,1
5909,7:7,7:7,,1
5910,2:2,2:2,,0.96
5911,7:7,7:7,,1
5912,2:2,1:1,+,0.61
5913,4:4,4:4,,1
5914,4:4,4:4,,1
5915,1:1,1:1,,0.81
5916,1:1,2:2,+,0.8
5917,3:3,3:3,,0.87
5918,3:3,3:3,,1
5919,2:2,2:2,,0.95
5920,4:4,4:4,,1
5921,4:4,4:4,,1
5922,4:4,4:4,,0.95
5923,1:1,1:1,,0.6
5924,3:3,3:3,,1
5925,4:4,4:4,,1
5926,7:7,7:7,,1
5927,3:3,3:3,,0.98
5928,1:1,1:1,,0.99
5929,2:2,2:2,,0.66
5930,1:1,1:1,,0.99
5931,5:5,5:5,,1
5932,1:1,2:2,+,0.65
5933,1:1,1:1,,0.85
5934,1:1,2:2,+,0.67
5935,2:2,2:2,,0.99
5936,4:4,4:4,,1
5937,4:4,4:4,,1
5938,4:4,4:4,,1
5939,1:1,2:2,+,0.64
5940,4:4,4:4,,1
5941,4:4,4:4,,1
5942,2:2,2:2,,0.96
5943,2:2,2:2,,1
5944,4:4,4:4,,1
5945,3:3,3:3,,0.97
5946,2:2,2:2,,0.69
5947,2:2,2:2,,1
5948,4:4,4:4,,1
5949,4:4,4:4,,1
5950,2:2,1:1,+,0.57
5951,4:4,4:4,,0.99
5952,2:2,2:2,,1
5953,1:1,1:1,,0.52
5954,5:5,5:5,,1
5955,1:1,1:1,,0.7
5956,5:5,5:5,,1
5957,7:7,7:7,,1
5958,5:5,5:5,,1
5959,4:4,4:4,,1
5960,4:4,4:4,,1
5961,1:1,1:1,,0.97
5962,4:4,4:4,,1
5963,5:5,5:5,,1
5964,3:3,3:3,,1
5965,2:2,2:2,,0.98
5966,3:3,3:3,,0.98
5967,1:1,1:1,,0.62
5968,4:4,4:4,,1
5969,4:4,4:4,,1
5970,1:1,1:1,,0.94
5971,2:2,2:2,,0.7
5972,3:3,3:3,,1
5973,4:4,4:4,,1
5974,1:1,1:1,,0.9
5975,4:4,4:4,,1
5976,2:2,2:2,,0.99
5977,4:4,4:4,,1
5978,3:3,3:3,,0.59
5979,4:4,4:4,,1
5980,4:4,4:4,,1
5981,4:4,4:4,,1
5982,4:4,4:4,,1
5983,2:2,1:1,+,0.59
5984,2:2,2:2,,1
5985,6:6,6:6,,0.87
5986,5:5,5:5,,1
5987,4:4,4:4,,1
5988,4:4,4:4,,0.99
5989,4:4,4:4,,1
5990,4:4,4:4,,1
5991,2:2,2:2,,0.51
5992,3:3,3:3,,1
5993,6:6,6:6,,1
5994,4:4,4:4,,1
5995,7:7,7:7,,1
5996,2:2,1:1,+,0.5
5997,3:3,3:3,,1
5998,4:4,4:4,,1
5999,4:4,4:4,,1
6000,3:3,3:3,,1
6001,1:1,1:1,,0.55
6002,4:4,4:4,,0.99
6003,2:2,1:1,+,0.63
6004,2:2,2:2,,0.93
6005,7:7,7:7,,1
6006,3:3,3:3,,1
6007,6:6,6:6,,0.73
6008,4:4,4:4,,1
6009,3:3,3:3,,0.91
6010,4:4,4:4,,1
6011,4:4,4:4,,1
6012,5:5,5:5,,1
6013,4:4,4:4,,1
6014,5:5,5:5,,1
6015,4:4,4:4,,1
6016,2:2,2:2,,0.79
6017,3:3,3:3,,1
6018,4:4,4:4,,1
6019,3:3,3:3,,1
6020,4:4,4:4,,1
6021,4:4,4:4,,1
6022,2:2,2:2,,0.95
6023,3:3,3:3,,0.99
6024,1:1,2:2,+,0.7
6025,3:3,3:3,,1
6026,3:3,3:3,,1
6027,1:1,1:1,,0.98
6028,4:4,4:4,,1
6029,4:4,4:4,,1
6030,4:4,4:4,,1
6031,4:4,4:4,,1
6032,3:3,3:3,,1
6033,4:4,4:4,,1
6034,5:5,5:5,,1
6035,2:2,2:2,,0.89
6036,3:3,3:3,,1
6037,4:4,4:4,,1
6038,1:1,2:2,+,0.53
6039,3:3,3:3,,1
6040,1:1,1:1,,0.74
6041,5:5,5:5,,1
6042,3:3,3:3,,1
6043,4:4,4:4,,0.98
6044,2:2,1:1,+,0.83
6045,7:7,7:7,,1
6046,1:1,1:1,,1
6047,2:2,2:2,,0.95
6048,3:3,3:3,,1
6049,3:3,3:3,,0.97
6050,2:2,1:1,+,0.76
6051,1:1,1:1,,0.84
6052,2:2,2:2,,0.82
6053,4:4,4:4,,1
6054,5:5,5:5,,1
6055,7:7,7:7,,1
6056,4:4,4:4,,1
6057,2:2,2:2,,0.51
6058,1:1,1:1,,0.97
6059,4:4,4:4,,0.94
6060,3:3,3:3,,0.99
6061,6:6,6:6,,1
6062,2:2,2:2,,0.79
6063,4:4,4:4,,1
6064,4:4,4:4,,1
6065,4:4,4:4,,1
6066,3:3,3:3,,1
6067,2:2,2:2,,0.93
6068,4:4,4:4,,1
6069,4:4,4:4,,0.99
6070,2:2,2:2,,1
6071,4:4,4:4,,1
6072,2:2,2:2,,0.99
6073,5:5,5:5,,1
6074,1:1,1:1,,0.69
6075,6:6,6:6,,1
6076,2:2,2:2,,0.94
6077,2:2,2:2,,0.96
6078,4:4,4:4,,1
6079,7:7,7:7,,1
6080,1:1,1:1,,0.78
6081,4:4,4:4,,0.83
6082,1:1,1:1,,0.98
6083,2:2,2:2,,0.64
6084,2:2,2:2,,1
6085,1:1,1:1,,0.87
6086,4:4,4:4,,1
6087,4:4,4:4,,1
6088,7:7,7:7,,0.99
6089,4:4,4:4,,1
6090,4:4,4:4,,1
6091,5:5,5:5,,1
6092,4:4,4:4,,1
6093,4:4,4:4,,1
6094,3:3,3:3,,0.83
6095,5:5,5:5,,1
6096,7:7,7:7,,1
6097,7:7,7:7,,1
6098,2:2,1:1,+,0.9
6099,4:4,4:4,,1
6100,4:4,4:4,,1
6101,4:4,4:4,,1
6102,4:4,4:4,,1
6103,4:4,4:4,,0.87
6104,1:1,1:1,,0.92
6105,4:4,4:4,,1
6106,4:4,4:4,,1
6107,1:1,1:1,,0.7
6108,3:3,3:3,,0.95
6109,4:4,4:4,,1
6110,3:3,3:3,,1
6111,3:3,3:3,,1
6112,4:4,4:4,,1
6113,6:6,6:6,,1
6114,1:1,1:1,,0.96
6115,4:4,4:4,,1
6116,4:4,4:4,,1
6117,7:7,7:7,,1
6118,4:4,4:4,,1
6119,4:4,4:4,,1
6120,4:4,4:4,,1
6121,3:3,3:3,,0.98
6122,7:7,7:7,,1
6123,6:6,6:6,,1
6124,3:3,3:3,,1
6125,1:1,1:1,,0.84
6126,1:1,1:1,,0.77
6127,3:3,3:3,,0.93
6128,4:4,4:4,,1
6129,4:4,4:4,,1
6130,7:7,7:7,,1
6131,6:6,6:6,,1
6132,3:3,3:3,,1
6133,1:1,1:1,,0.79
6134,4:4,4:4,,1
6135,2:2,2:2,,0.76
6136,5:5,5:5,,1
6137,2:2,2:2,,0.77
6138,5:5,5:5,,1
6139,1:1,1:1,,0.98
6140,1:1,1:1,,1
6141,4:4,4:4,,1
6142,3:3,3:3,,1
6143,7:7,7:7,,1
6144,1:1,1:1,,0.86
6145,2:2,2:2,,0.88
6146,2:2,2:2,,0.92
6147,4:4,4:4,,1
6148,4:4,4:4,,1
6149,4:4,4:4,,1
6150,4:4,4:4,,0.99
6151,4:4,4:4,,0.99
6152,3:3,3:3,,1
6153,2:2,2:2,,0.95
6154,4:4,4:4,,1
6155,2:2,2:2,,0.7
6156,3:3,3:3,,1
6157,5:5,5:5,,1
6158,3:3,3:3,,0.91
6159,3:3,3:3,,1
6160,5:5,5:5,,1
6161,1:1,1:1,,0.94
6162,4:4,4:4,,1
6163,5:5,5:5,,1
6164,4:4,4:4,,1
6165,2:2,2:2,,0.82
6166,4:4,4:4,,1
6167,4:4,4:4,,1
6168,2:2,2:2,,0.92
6169,4:4,4:4,,1
6170,4:4,4:4,,1
6171,4:4,4:4,,1
6172,4:4,4:4,,0.99
6173,2:2,2:2,,0.91
6174,4:4,4:4,,1
6175,4:4,4:4,,1
6176,4:4,4:4,,1
6177,6:6,6:6,,1
6178,3:3,3:3,,1
6179,4:4,4:4,,1
6180,4:4,4:4,,1
6181,1:1,1:1,,0.61
6182,3:3,3:3,,1
6183,2:2,2:2,,0.99
6184,4:4,4:4,,1
6185,7:7,7:7,,1
6186,4:4,4:4,,1
6187,4:4,4:4,,1
6188,4:4,4:4,,1
6189,1:1,1:1,,0.74
6190,3:3,3:3,,1
6191,5:5,5:5,,1
6192,4:4,4:4,,1
6193,4:4,4:4,,1
6194,5:5,5:5,,1
6195,4:4,4:4,,1
6196,4:4,4:4,,1
6197,1:1,1:1,,0.92
6198,5:5,5:5,,1
6199,4:4,4:4,,1
6200,4:4,4:4,,1
6201,3:3,3:3,,1
6202,3:3,3:3,,1
6203,4:4,4:4,,1
6204,1:1,1:1,,0.73
6205,2:2,2:2,,0.85
6206,4:4,4:4,,1
6207,7:7,7:7,,1
6208,1:1,2:2,+,0.56
6209,1:1,2:2,+,0.78
6210,4:4,4:4,,1
6211,4:4,4:4,,1
6212,4:4,4:4,,1
6213,2:2,2:2,,0.57
6214,4:4,4:4,,1
6215,7:7,7:7,,1
6216,4:4,4:4,,1
6217,3:3,3:3,,1
6218,1:1,1:1,,0.86
6219,2:2,2:2,,0.99
6220,5:5,5:5,,1
6221,4:4,4:4,,1
6222,2:2,2:2,,0.51
6223,2:2,1:1,+,0.78
6224,1:1,2:2,+,0.86
6225,3:3,3:3,,1
6226,2:2,2:2,,0.98
6227,3:3,3:3,,1
6228,4:4,4:4,,1
6229,7:7,7:7,,1
6230,2:2,2:2,,1
6231,5:5,5:5,,1
6232,2:2,2:2,,0.89
6233,2:2,2:2,,0.93
6234,4:4,4:4,,1
6235,3:3,3:3,,1
6236,7:7,7:7,,1
6237,2:2,2:2,,0.98
6238,4:4,4:4,,1
6239,1:1,1:1,,0.5
6240,3:3,3:3,,0.99
6241,2:2,2:2,,0.97
6242,1:1,1:1,,0.53
6243,4:4,4:4,,1
6244,1:1,1:1,,0.92
6245,3:3,3:3,,1
6246,2:2,2:2,,0.93
6247,4:4,4:4,,1
6248,7:7,7:7,,1
6249,6:6,6:6,,1
6250,4:4,4:4,,1
6251,1:1,1:1,,0.92
6252,2:2,2:2,,0.91
6253,1:1,1:1,,0.89
6254,4:4,4:4,,1
6255,5:5,5:5,,1
6256,4:4,4:4,,1
6257,3:3,3:3,,1
6258,3:3,3:3,,1
6259,6:6,6:6,,1
6260,4:4,4:4,,1
6261,3:3,3:3,,1
6262,4:4,4:4,,1
6263,1:1,1:1,,0.73
6264,3:3,3:3,,1
6265,4:4,4:4,,1
6266,2:2,2:2,,0.87
6267,2:2,2:2,,1
6268,3:3,3:3,,1
6269,7:7,7:7,,1
6270,2:2,2:2,,0.98
6271,4:4,4:4,,0.98
6272,2:2,2:2,,0.99
6273,1:1,1:1,,0.7
6274,3:3,3:3,,1
6275,3:3,3:3,,1
6276,4:4,4:4,,1
6277,1:1,1:1,,0.57
6278,2:2,1:1,+,0.9
6279,7:7,7:7,,1
6280,5:5,5:5,,1
6281,2:2,2:2,,0.96
6282,2:2,2:2,,0.94
6283,2:2,2:2,,0.8
6284,4:4,4:4,,1
6285,4:4,4:4,,1
6286,2:2,2:2,,0.87
6287,2:2,2:2,,0.95
6288,5:5,5:5,,1
6289,3:3,3:3,,1
6290,2:2,2:2,,0.84
6291,4:4,4:4,,1
6292,2:2,2:2,,0.97
6293,7:7,7:7,,1
6294,3:3,3:3,,1
6295,1:1,1:1,,0.79
6296,3:3,3:3,,1
6297,7:7,7:7,,1
6298,2:2,2:2,,0.6
6299,4:4,4:4,,0.99
6300,3:3,3:3,,1
6301,2:2,2:2,,0.88
6302,4:4,4:4,,1
6303,4:4,4:4,,0.97
6304,7:7,7:7,,1
6305,1:1,1:1,,0.99
6306,5:5,5:5,,1
6307,3:3,3:3,,1
6308,4:4,4:4,,1
6309,4:4,4:4,,1
6310,1:1,1:1,,0.72
6311,4:4,4:4,,1
6312,4:4,4:4,,1
6313,2:2,2:2,,0.94
6314,5:5,5:5,,1
6315,4:4,4:4,,1
6316,4:4,4:4,,1
6317,4:4,4:4,,1
6318,1:1,1:1,,0.56
6319,4:4,4:4,,1
6320,5:5,5:5,,1
6321,3:3,3:3,,1
6322,2:2,2:2,,0.98
6323,4:4,4:4,,1
6324,7:7,7:7,,1
6325,4:4,4:4,,1
6326,4:4,4:4,,1
6327,1:1,1:1,,0.95
6328,2:2,2:2,,0.94
6329,5:5,5:5,,1
6330,1:1,1:1,,1
6331,5:5,5:5,,1
6332,7:7,7:7,,1
6333,4:4,4:4,,1
6334,4:4,4:4,,1
6335,2:2,2:2,,0.94
6336,3:3,3:3,,0.92
6337,3:3,3:3,,1
6338,1:1,1:1,,0.85
6339,5:5,5:5,,1
6340,2:2,2:2,,0.97
6341,5:5,5:5,,1
6342,4:4,4:4,,1
6343,3:3,3:3,,1
6344,4:4,4:4,,1
6345,6:6,6:6,,1
6346,4:4,4:4,,1
6347,4:4,4:4,,1
6348,4:4,4:4,,1
6349,5:5,5:5,,1
6350,7:7,7:7,,1
6351,4:4,4:4,,1
6352,4:4,4:4,,1
6353,1:1,2:2,+,0.69
6354,2:2,2:2,,1
6355,4:4,4:4,,0.86
6356,4:4,4:4,,1
6357,4:4,4:4,,1
6358,2:2,2:2,,0.65
6359,1:1,1:1,,0.73
6360,4:4,4:4,,1
6361,3:3,3:3,,1
6362,2:2,2:2,,0.6
6363,4:4,4:4,,1
6364,3:3,3:3,,0.99
6365,6:6,6:6,,1
6366,3:3,3:3,,1
6367,1:1,2:2,+,0.54
6368,7:7,7:7,,1
6369,5:5,5:5,,1
6370,5:5,5:5,,1
6371,4:4,4:4,,1
6372,1:1,1:1,,0.83
6373,6:6,6:6,,1
6374,2:2,2:2,,0.92
6375,5:5,5:5,,1
6376,2:2,2:2,,0.82
6377,7:7,7:7,,1
6378,2:2,2:2,,0.97
6379,4:4,4:4,,1
6380,3:3,3:3,,1
6381,3:3,3:3,,0.99
6382,2:2,2:2,,0.95
6383,4:4,4:4,,1
6384,4:4,4:4,,1
6385,4:4,4:4,,1
6386,1:1,1:1,,0.77
6387,4:4,4:4,,1
6388,4:4,4:4,,1
6389,6:6,6:6,,1
6390,4:4,4:4,,1
6391,2:2,2:2,,0.95
6392,7:7,7:7,,1
6393,3:3,3:3,,1
6394,5:5,5:5,,1
6395,4:4,4:4,,1
6396,3:3,3:3,,1
6397,4:4,4:4,,1
6398,1:1,1:1,,1
6399,3:3,3:3,,0.94
6400,4:4,4:4,,1
6401,3:3,3:3,,1
6402,1:1,2:2,+,0.54
6403,4:4,4:4,,1
6404,3:3,3:3,,0.99
6405,1:1,1:1,,0.89
6406,7:7,7:7,,1
6407,2:2,1:1,+,0.84
6408,4:4,4:4,,1
6409,1:1,1:1,,0.86
6410,2:2,2:2,,1
6411,2:2,1:1,+,0.9
6412,2:2,2:2,,0.98
6413,2:2,2:2,,0.91
6414,3:3,3:3,,1
6415,3:3,3:3,,1
6416,4:4,4:4,,1
6417,5:5,5:5,,1
6418,1:1,1:1,,0.88
6419,1:1,1:1,,0.95
6420,1:1,1:1,,1
6421,4:4,4:4,,1
6422,5:5,5:5,,1
6423,4:4,4:4,,0.73
6424,3:3,3:3,,1
6425,2:2,2:2,,1
6426,4:4,4:4,,0.99
6427,7:7,7:7,,1
6428,4:4,4:4,,1
6429,2:2,2:2,,0.94
6430,1:1,1:1,,0.89
6431,2:2,2:2,,0.78
6432,4:4,4:4,,0.99
6433,2:2,2:2,,1
6434,4:4,4:4,,1
6435,4:4,4:4,,1
6436,3:3,3:3,,1
6437,3:3,3:3,,1
6438,5:5,5:5,,1
6439,1:1,2:2,+,0.51
6440,4:4,4:4,,0.98
6441,4:4,4:4,,1
6442,2:2,2:2,,1
6443,7:7,7:7,,1
6444,4:4,4:4,,1
6445,5:5,5:5,,1
6446,2:2,2:2,,0.93
6447,3:3,3:3,,1
6448,4:4,4:4,,1
6449,2:2,2:2,,0.83
6450,4:4,4:4,,1
6451,5:5,5:5,,1
6452,3:3,3:3,,1
6453,5:5,5:5,,1
6454,2:2,2:2,,1
6455,3:3,3:3,,1
6456,5:5,5:5,,1
6457,4:4,4:4,,1
6458,6:6,6:6,,1
6459,2:2,2:2,,0.65
6460,4:4,4:4,,1
6461,2:2,2:2,,0.99
6462,4:4,4:4,,1
6463,4:4,4:4,,1
